ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
2224	Taiyuan	stand	ts æ̃ ⁴⁵	stand/站	V	457	841	738	407	站	站		站	i n t	
2225	Xi_an	stand	ts æ̃ ⁴⁴	stand/站	V	457	841	738	407	站	站		站	i n t	
2226	Chengdu	stand	ts a n ²¹³	stand/站	V	457	841	738	407	站	站		站	i n c t	
2227	Nanjing	stand	ts ɑ̃ ⁴⁴	stand/站	V	457	841	738	407	站	站		站	i n t	
2228	Jixi	stand	kʰ a ²¹³	stand/乃豈	V	459	844	740	409	乃+岂	乃豈		站	i n t	
2229	Suzhou	stand	l j ə ʔ ²³	stand/立	V	458	843	741	410	立	立		站	i m n c t	
2230	Wenzhou	stand	g e ²⁴	stand/徛	V	460	842	742	408	彳+奇	徛		站	i n t	
2231	Changsha	stand	ts a n ⁵⁵	stand/站	V	457	841	738	407	站	站		站	i n c t	
2232	Changsha	stand	t i ⁵⁵	stand/抵	V	461	846	743	411	抵<一般用于骂人>	抵	一般用于骂人	站	i n t	!i
2233	Loudi	stand	ts ã ³⁵	stand/站	V	457	841	738	407	站	站		站	i n t	
2234	Nanchang	stand	ts a n ⁴⁵	stand/站	V	457	841	738	407	站	站		站	i n c t	
2235	Meixian	stand	kʰ i ³³	stand/徛	V	460	842	742	408	彳+奇	徛		站	i n t	
2236	Guilin	stand	ts ã ²¹	stand/站	V	457	841	738	407	站	站		站	i n t	
2237	Guangzhou	stand	ts a m ²²	stand/站	V	457	841	738	407	站	站		站	i n c t	!b
2238	Fuzhou	stand	kʰ j e ²⁴²	stand/徛	V	460	842	742	408	彳+奇	徛		站	i m n t	
2239	Xiamen	stand	kʰ j a ²²	stand/徛	V	460	842	742	408	彳+奇	徛		站	i m n t	
1703	Beijing	star	ɕ i ŋ ⁵⁵ + ɕ i ŋ ⁰	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1704	Ha_erbin	star	ɕ i ŋ ⁴⁴ + ɕ j ə ⁰	star/星 star:RED	N N	356 318	847	744	412	星星兒	星 星		星星	i n c t + i m n t	
1705	Jinan	star	ɕ i ŋ ²¹³ + ɕ i ŋ ⁰	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1706	Rongcheng	star	s i ŋ ⁵² + s i ŋ ⁰	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1707	Taiyuan	star	ɕ i ŋ ²¹ + ɕ i ŋ ²¹	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1708	Xi_an	star	ɕ i ŋ ²¹ + ɕ i ŋ ²⁴	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1709	Chengdu	star	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	star/星 star:RED	N N	356 318	847	744	412	星星兒	星 星		星星	i n c t + i m n t	
1710	Chengdu	star	ɕ i n ⁴⁵ + ɕ j ə ²¹³	star/星 star/宿	N N	356 357	847	745	412	星宿兒	星 宿		星星	i n c t + i m n t	!i
1711	Nanjing	star	ɕ i n ³¹ + ɕ i n ⁰	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	
1712	Jixi	star	ɕ j ɑ̃ ⁵⁵ + ɕ j ɑ ⁵⁵	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i m n t + i m n t	
1713	Suzhou	star	s i n ⁴⁴	star/星	N	356	847	746	412	星	星		星星	i n c t	
1714	Wenzhou	star	s e ŋ ⁴⁴	star/星	N	356	847	746	412	星	星		星星	i n c t	
1715	Changsha	star	ɕ i n ³³ + ɕ i n ⁰	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	!b
1716	Loudi	star	s j ɔ̃ ⁴⁴ + ts ɿ ⁰	star/星 -child:SUF/子	N S	356 19	847	747	412	星子	星 子		星星	i m n t + i n t	
1717	Nanchang	star	ɕ j a ŋ ⁴² + ts ɿ ⁰	star/星 -child:SUF/子	N S	356 19	847	747	412	星子	星 子		星星	i m n c t + i n t	
1718	Meixian	star	s e n ³³ + n e ⁰	star/星 _star/ne	N S	356 259	847	748	412	星兒	星 ?		星星	i n c t + i n t	
1719	Guilin	star	s ei ⁴² + ts e ²³	star/星 -child:SUF/子	N S	356 19	847	747	412	星子	星 子		星星	i n t + i n t	
1720	Guangzhou	star	s ɛ ŋ ⁵⁵ + s ɛ ŋ ⁵⁵	star/星 star:RED	N N2	356 318	847	744	412	星星	星 星		星星	i n c t + i n c t	!b
1721	Fuzhou	star	s i ŋ ⁵⁵	star/星	N	356	847	746	412	星	星		星星	i n c t	
1722	Xiamen	star	tsʰ j æ ⁵⁵	star/星	N	356	847	746	412	星	星		星星	i m n t	
3293	Beijing	stick	k w ə n ⁵¹	stick/棍	N	634	851	749	413	棍	棍		棍子	i m n c t	
3294	Ha_erbin	stick	k w ə n ⁵³ + ts ɿ ⁰	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n c t + i n t	
3295	Jinan	stick	k w ẽ ²¹ + ts ɿ ⁰	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n t + i n t	
3296	Rongcheng	stick	k w ə ³³⁴	stick/棍	N	634	851	749	413	棍兒	棍		棍子	i m n t	
3297	Taiyuan	stick	k u ŋ ⁴⁵	stick/棍	N	634	851	749	413	棍	棍		棍子	i n c t	
3298	Taiyuan	stick	k u ŋ ⁴⁵ + ts ə ʔ ⁰	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i n c t + i n c t	
3299	Xi_an	stick	k w ə n ⁴⁴	stick/棍	N	634	851	749	413	棍	棍		棍子	i m n c t	
3300	Chengdu	stick	k w ə m ²¹³ + k w ə ⁵⁵	stick/棍 stick/棍	N N	634 799	851	751	413	棍棍兒	棍 棍		棍子	i m n c t + i m n t	
3301	Nanjing	stick	k w ə n ⁴⁴ + ts ɿ ⁰	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n c t + i n t	
3302	Jixi	stick	k w ɑ̃ ³⁵ + ts ɿ ⁵³	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n t + i n t	
3303	Suzhou	stick	b ɑ̃ ²³¹	stick/棒	N	635	854	752	413	棒	棒		棍子	i n t	
3304	Suzhou	stick	k w ə n ⁴¹² + ts ɿ ⁵²	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n c t + i n t	
3305	Wenzhou	stick	b w ɔ ²⁴ + Ø/ə ŋ̍/ŋ ⁰	stick/棒 _:SUF/儿	N S	635 0	853	753	413	棒兒	棒 儿		棍子	i m n t + n c t	!!!
3306	Changsha	stick	k w ə n ⁵⁵ + ts ɿ ⁰	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n c t + i n t	
3307	Loudi	stick	k u n ³⁵	stick/棍	N	634	851	749	413	棍	棍		棍子	i n c t	
3308	Nanchang	stick	k u n ⁴⁵	stick/棍	N	634	851	749	413	棍	棍		棍子	i n c t	
3309	Meixian	stick	k u n ⁵³ + n e ⁰	stick/棍 _SUF/儿	N S	634 0	851	754	413	棍兒	棍 儿		棍子	i n c t + i n t	!!!
3310	Guilin	stick	k w ɤ ŋ ⁴² + ts e ²³	stick/棍 _-child:SUF/子	N S	634 19	851	750	413	棍子	棍 子		棍子	i m n c t + i n t	
3311	Guangzhou	stick	k w ɐ n ³³	stick/棍	N	634	851	749	413	棍	棍		棍子	i m n c t	
3312	Fuzhou	stick	k u ŋ ²¹² + k ou ŋ ²¹²	_stick/棍 stick/棍	N N	634 634	851	751	413	棍棍	棍 棍		棍子	i n c t + i n c t	
3313	Xiamen	stick	tsʰ e ⁵³ + j/Ø a ⁵³	stick _:SUF/仔	N S	566 797	855	755	414	捶仔	捶 仔		棍子	i n t + i n t	
771	Beijing	stone	ʂ ʅ ³⁵ + tʰ ou ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
772	Ha_erbin	stone	ʂ ʅ ²⁴ + tʰ ou ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
773	Jinan	stone	ʂ i ⁵³ + tʰ ou ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
774	Rongcheng	stone	ʂ ɿ ³⁵ + tʰ ou ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
775	Taiyuan	stone	s ə ʔ ⁵⁴ + tʰ əu ²¹	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
776	Xi_an	stone	ʂ ʅ ²⁴ + tʰ ou ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
777	Chengdu	stone	s j ɿ ²¹ + tʰ əu ²¹	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i m n t + i n t	
778	Nanjing	stone	ʂ ʅ ʔ ⁵ + tʰ əɯ ¹³	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
779	Jixi	stone	ɕ j e ʔ ³² + tʰ i ⁴⁴	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i m n c t + i n t	
780	Suzhou	stone	z ɑ ʔ ²³ + d ʏ ¹³	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
781	Wenzhou	stone	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + Ø/ə ŋ̍/ŋ ⁰	stone/石 head:SUF/頭 _-child:SUF/子 _SUF/儿	N S S S	180 319 19 828	857	757	415	石頭子兒	石 頭 子 儿		石頭	i n t + i n t + i n t + n c t	! I add 儿, p90
782	Changsha	stone	s ɿ ²⁴ + t əu ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
783	Loudi	stone	ɕ j ɔ ³⁵ + d j ɤ ¹³ + k w a ⁰	stone/石 head:SUF/頭 _piece/塊	N S N	180 319 687	857	758	415	石頭塊	石 頭 塊		石頭	i m n t + i m n t + i m n t	
784	Nanchang	stone	s a ʔ ² + tʰ ɛu ⁰	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
785	Meixian	stone	s a k ⁵ + tʰ eu ¹¹	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
786	Guilin	stone	s ei ²² + t ai ²²	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n t + i n t	
787	Guangzhou	stone	s ɛ k ² + tʰ ɐu ²¹	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i n c t + i n t	
788	Fuzhou	stone	s w o ʔ ⁵ + l au ⁵³	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i m n c t + i n t	
789	Xiamen	stone	ts j o ʔ ⁵ + tʰ au ²⁴	stone/石 head:SUF/頭	N S	180 319	857	756	415	石頭	石 頭		石頭	i m n c t + i n t	
2361	Beijing	straight	ʈʂ ʅ ³⁵	straight/直	A	512	862	759	416	直	直		直	i n t	
2362	Ha_erbin	straight	ʈʂ ʅ ²⁴	straight/直	A	512	862	759	416	直	直		直	i n t	
2363	Jinan	straight	ʈʂ ʅ ⁵³	straight/直	A	512	862	759	416	直	直		直	i n t	
2364	Rongcheng	straight	tʃ i ³⁵	straight/直	A	512	862	759	416	直	直		直	i n t	
2365	Taiyuan	straight	ts ɛ ʔ ²	straight/直	A	512	862	759	416	直	直		直	i n c t	
2366	Xi_an	straight	ʈʂ ʅ ²⁴	straight/直	A	512	862	759	416	直	直		直	i n t	
2367	Chengdu	straight	ts ɿ ²¹	straight/直	A	512	862	759	416	直	直		直	i n t	
2368	Nanjing	straight	ʈʂ ʅ ʔ ⁵	straight/直	A	512	862	759	416	直	直		直	i n c t	
2369	Jixi	straight	tɕʰ j e ʔ ³²	straight/直	A	512	862	759	416	直	直		直	i m n c t	
2370	Suzhou	straight	z ɛ ʔ ²³	straight/直	A	512	862	759	416	直	直		直	i n c t	
2371	Wenzhou	straight	dz ei ²¹	straight/直	A	512	862	759	416	直	直		直	i n t	
2372	Changsha	straight	ts ɿ ²⁴	straight/直	A	512	862	759	416	直	直		直	i n t	
2373	Loudi	straight	tɕʰ i ³⁵	straight/直	A	512	862	759	416	直	直		直	i n t	
2374	Nanchang	straight	tsʰ ɨ t ²¹	straight/直	A	512	862	759	416	直	直		直	i n c t	
2375	Meixian	straight	tsʰ ə t ⁵	straight/直	A	512	862	759	416	直	直		直	i n c t	
2376	Guilin	straight	ts ɿ ²²	straight/直	A	512	862	759	416	直	直		直	i n t	
2377	Guangzhou	straight	ts e k ²	straight/直	A	512	862	759	416	直	直		直	i n c t	
2378	Fuzhou	straight	t i ʔ ⁵	straight/直	A	512	862	759	416	直	直		直	i n c t	
2379	Xiamen	straight	t i t ⁵	straight/直	A	512	862	759	416	直	直		直	i n c t	
965	Beijing	suck	ɕ i ⁵⁵	suck/吸	V	198	863	760	417	吸	吸		吮	i n t	
966	Ha_erbin	suck	k w o ²¹³	suck/裹	V	199	868	761	422	裹	裹		吮	i m n t	
967	Jinan	suck	ʂ w ẽ ⁵³	suck/吮	V	200	865	762	421	吮	吮		吮	i m n t	
968	Rongcheng	suck	ç y ²¹⁴	suck/吮	V	200	865	762	421	吮	吮		吮	i n t	
969	Taiyuan	suck	ɕ j ə ʔ ²	suck/吸	V	198	863	760	417	吸	吸		吮	i m n c t	
970	Xi_an	suck	ɕ i ²¹	suck/吸	V	198	863	760	417	吸	吸		吮	i n t	
971	Chengdu	suck	tɕ y ²¹	suck/㰵	V	201	867	763	419	卒+欠	㰵		吮	i n t	
972	Nanjing	suck	s o ʔ ⁵	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i n c t	
973	Jixi	suck	s o ʔ ³²	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i n c t	
974	Suzhou	suck	h əu ⁴⁴	inhale/呼	V	203	870	765	424	呼～	呼		吮	i n t	!i
975	Suzhou	suck	s o ʔ ⁴	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i n c t	
976	Wenzhou	suck	tɕ y ⁴¹	suck/㰵	V	201	867	763	419	卒+欠	㰵		吮	i n t	!i
977	Wenzhou	suck	ɕ j ai ⁴¹	suck/吸	V	198	863	760	417	吸	吸		吮	i m n t	
978	Changsha	suck	tɕ i n ³³	suck/唚	V	204	866	766	418	唚	唚		吮	i n c t	
979	Loudi	suck	ts i n ⁴⁴	suck/唚	V	204	866	766	418	唚	唚		吮	i n c t	
980	Nanchang	suck	tɕ i t ⁵	suck/哜	V	205	869	767	423	哜	哜		吮	i n c t	
981	Meixian	suck	kʰ i p ¹	suck/吸	V	198	863	760	417	吸	吸		吮	i n c t	
982	Guilin	suck	s w o ⁵⁵	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i m n t	
983	Guangzhou	suck	s y n ²³	suck/吮	V	200	865	762	421	吮	吮		吮	i n c t	!i
984	Guangzhou	suck	kʰ ɐ p ⁵	suck/吸	V	198	863	760	417	吸	吸		吮	i n c t	
985	Fuzhou	suck	s o ʔ ²⁴	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i n c t	
986	Xiamen	suck	s u ʔ ⁵	suck/嗍	V	202	864	764	420	嗍	嗍		吮	i n c t	
1118	Beijing	sun	tʰ ai ⁵¹ + j ɑ ŋ ³⁵	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	monosyllabic word
1119	Ha_erbin	sun	ʐ ʅ ⁵³ + tʰ ou ⁰	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	i n t + i n t	!i
1120	Ha_erbin	sun	tʰ ai ⁵³ + j a ŋ ⁰	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	monosyllabic word
1121	Jinan	sun	tʰ ə ³¹ + j ɑ ŋ ⁵³	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	monosyllabic word
1122	Rongcheng	sun	i ²¹³ + tʰ ou ⁰	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	n t + i n t	!i
1123	Taiyuan	sun	tʰ ai ⁴⁵ + j ɒ̃ ⁰	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n t	monosyllabic word
1124	Xi_an	sun	tʰ ɛ ⁴⁴ + j ɑ ŋ ⁰	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	monosyllabic word
1125	Xi_an	sun	ə ²¹ + tʰ ou ⁰	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	n t + i n t	!i
1126	Xi_an	sun	ə ²¹ + tʰ ou ⁰ + j ɛ ⁴⁴	sun/日 head:SUF/頭 _father/爺	N S N	241 319 242	873	770	426	日頭爺	日 頭 爺		太陽	n t + i n t + i n t	!i
1127	Chengdu	sun	tʰ ai ²¹³ + j a ŋ ²¹	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	monosyllabic word
1128	Nanjing	sun	tʰ ɛ ⁴⁴ + j ɑ̃ ⁰	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n t	monosyllabic word
1129	Jixi	sun	tʰ ɔ ³⁵ + j ɔ ⁴⁴	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n t	!b monosyllabic word
1130	Suzhou	sun	tʰ ɑ ⁴¹² + ɦ j ã ¹³	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	!b monosyllabic word
1131	Wenzhou	sun	tʰ a ⁵¹ + j i ³⁴¹	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n t	!b monosyllabic word
1132	Changsha	sun	tʰ ai ⁵⁵ + j a n ¹³	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	!b monosyllabic word
1133	Loudi	sun	tʰ a ³⁵ + j ɔ ŋ ¹³	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	!b monosyllabic word
1134	Loudi	sun	n i ³⁵ + d j ɤ ¹³ + kʰ u ⁴⁴	sun/日 head:SUF/頭 _sun/窠	N S N	241 319 243	873	771	426	日頭窠	日 頭 窠		太陽	i n t + i m n t + i n t	
1135	Nanchang	sun	tʰ ai ²¹³ + j ɔ ŋ ⁴⁵	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	!b monosyllabic word
1136	Meixian	sun	ŋ i t ¹ + tʰ eu ¹¹	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	i n c t + i n t	
1137	Guilin	sun	l j e ⁵⁵ + t ai ²²	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	i m n t + i n t	
1138	Guangzhou	sun	tʰ ai ³³ + j œ ŋ ²¹	huge/太 sun/陽	N N	239 240	871	768	425	太陽	太 陽		太陽	i n t + i n c t	!b loan
1139	Fuzhou	sun	n i ʔ ⁵ + tʰ au ⁵³	sun/日 head:SUF/頭	N S	241 319	873	769	426	日頭	日 頭		太陽	i n c t + i n t	
1140	Xiamen	sun	l i t ⁵	sun/日	N	241	873	123	426	日	日		太陽	i n c t	
2380	Beijing	swell	ts u ŋ ²¹³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2381	Ha_erbin	swell	ts u ŋ ²¹³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2382	Jinan	swell	ʈʂ u ŋ ⁴⁵	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2383	Rongcheng	swell	ʈʂ o ŋ ²¹⁴	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2384	Taiyuan	swell	ts u ŋ ⁵³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2385	Xi_an	swell	pf ə ŋ ⁵³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2386	Chengdu	swell	ts o ŋ ⁵³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2387	Nanjing	swell	ts o ŋ ¹¹	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2388	Jixi	swell	ts ɑ̃ ²¹³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n t	
2389	Suzhou	swell	h ɛ ⁴⁴	swell/he	A	514	879	773	428	⽧+台	⽧臺		腫大	i n t	
2390	Wenzhou	swell	tɕ ɥ o ²⁴²	swell/肿	A	513	877	772	427	肿	肿		腫大	i m n t	
2391	Wenzhou	swell	v ə ³⁴¹	float/浮	A	21	880	249	429	浮	浮		腫大	i n t	!i
2392	Changsha	swell	ts ə n ⁴¹	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2393	Loudi	swell	t ɤ n ⁴²	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2394	Nanchang	swell	ts u ŋ ²¹³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2395	Meixian	swell	k w a ³³ + ts u ŋ ³¹	_gourd/瓜 swell/肿	A A	770 513	877	774	427	瓜肿	瓜 肿		腫大	i m n t + i n c t	
2396	Guilin	swell	ts w ɤ ŋ ²³	swell/肿	A	513	877	772	427	肿	肿		腫大	i m n c t	
2397	Guangzhou	swell	ts o ŋ ³⁵	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2398	Fuzhou	swell	ts ɤ n ³²	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
2399	Xiamen	swell	ts i ŋ ⁵³	swell/肿	A	513	877	772	427	肿	肿		腫大	i n c t	
1945	Beijing	swim	j ou ³⁵ + ʂ w ei ²¹³	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i m n t	
1946	Ha_erbin	swim	j ou ²⁴ + y ŋ ²¹³	wander/游 _swim/泳	V N	387 388	881	776	430	游泳	游 泳		游泳	i n t + n c t	
1947	Jinan	swim	j ou ⁵³ + y ŋ ⁴⁵	wander/游 _swim/泳	V N	387 388	881	776	430	游泳	游 泳		游泳	i n t + n c t	
1948	Rongcheng	swim	s i ²¹⁴ + ts au ²¹⁴	wash/洗 _wash/澡	V V	346 389	885	777	430	洗澡	洗 澡		游泳	i n t + i n t	
1949	Taiyuan	swim	j əu ²¹ + y ŋ ⁵³	wander/游 _swim/泳	V V	387 388	881	776	430	游泳	游 泳		游泳	i n t + n c t	
1950	Xi_an	swim	j ou ²⁴ + f ei ⁵³	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i n t	
1951	Xi_an	swim	f u ²⁴ + f ei ⁵³	float/浮 _water/水	V N	21 194	882	778	430	浮水	浮 水		游泳	i n t + i n t	!i
1952	Xi_an	swim	j ou ²⁴	wander/游	V	387	881	779	430	游	游		游泳	i n t	!i
1953	Chengdu	swim	j əu ²¹ + y n ²¹³	wander/游 _swim/泳	V V	387 388	881	776	430	游泳	游 泳		游泳	i n t + n c t	
1954	Chengdu	swim	ɕ i ⁵³ + ts au ⁵³	wash/洗 _wash/澡	V N	346 389	885	777	430	洗澡	洗 澡		游泳	i n t + i n t	!i
1955	Nanjing	swim	j əɯ ¹³ + j o ŋ ¹¹	wander/游 _swim/泳	V N	387 388	881	776	430	游泳	游 泳		游泳	i n t + i n c t	
1956	Jixi	swim	v o ⁵⁵ + ɕ y ²¹³	swim/? _water/水	V N	761 194	882	780	430	囗水	囗 水		游泳	i n t + i n t	
1957	Suzhou	swim	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	swim/淴 _cold/冷 _bath/浴	V A N	390 391 392	890	781	431	淴冷浴	淴 冷 浴		游泳	i n c t + i n t + i m n c t	
1958	Wenzhou	swim	j eu ³⁴¹ + v u ³⁴¹ + ŋ̍ ⁰	swim/泅 _river/河 _SUF/儿	V N S	393 394 805	884	782	430	泅河儿	泅 河 儿		游泳	i n t + i n t + n t	
1959	Changsha	swim	j əu ¹³ + ɕ ɥ ei ⁴¹	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i m n t	
1960	Changsha	swim	w a n ¹³ + ɕ ɥ ei ⁴¹	play/玩 _water/水	V N	285 194	882	783	430	玩水	玩 水		游泳	i n c t + i m n t	!i
1961	Loudi	swim	j o ¹³ + ɕ y ⁴²	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i n t	
1962	Loudi	swim	j o ¹³ + u n ¹¹	wander/游 _swim/泳	V N	387 388	881	776	430	游泳	游 泳		游泳	i n t + n c t	!b
1963	Nanchang	swim	j u ⁴⁵ + s w i ²¹³	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i m n t	
1964	Nanchang	swim	j u ⁴⁵ + j u ŋ ²¹³	wander/游 _swim/泳	V N	387 388	881	776	430	游泳	游 泳		游泳	i n t + i n c t	
1965	Meixian	swim	s e ³¹ + s ə n ³³ + n e ⁰	wash/洗 _body/身 _:SUF/儿	V N S	346 75 804	885	784	430	洗身儿	洗 身 儿		游泳	i n t + i n c t + i n t	! I add 儿
1966	Guilin	swim	j ou ²² + s w ei ²³	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i m n t	
1967	Guangzhou	swim	j ɐu ²¹ + s øy ³⁵	wander/游 _water/水	V N	387 194	881	775	430	游水	游 水		游泳	i n t + i n t	
1968	Fuzhou	swim	s j eu ⁵³ + ts w oi ³²	swim/泅 _water/水	V N	393 194	882	785	430	泅水	泅 水		游泳	i m n t + i m n t	
1969	Xiamen	swim	s j u ²⁴ + ts w i ⁵³	swim/泅 _water/水	V N	393 194	882	785	430	泅水	泅 水		游泳	i m n t + i m n t	
1420	Beijing	tail	w ei ²¹³	tail/尾	N	308	896	786	432	尾	尾		尾巴	i n t	
1421	Ha_erbin	tail	w ei ²¹³ + p a ⁰	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	i n t + i n t	
1422	Jinan	tail	i ⁴⁵ + p a ⁰	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	n t + i n t	
1423	Rongcheng	tail	w ei ²¹⁴ + p a ³³⁴	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	i n t + i n t	
1424	Taiyuan	tail	v ei ⁵³ + p a ⁰	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	i n t + i n t	
1425	Xi_an	tail	i ⁵³ + p ɑ ⁰	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	n t + i n t	
1426	Chengdu	tail	w ei ⁵³ + p a ⁵⁵	tail/尾 _-:suffix/巴	N S	308 309	896	787	432	尾巴	尾 巴		尾巴	i n t + i n t	
